"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"SLAB","Silicon Laboratories Inc.","826919102","2568131",0.00205302207433344,"Information Technology",240225,"USD"
"HQY","HealthEquity Inc","42226A107","BP8XZL1",0.00204601785593961,"Health Care",629987,"USD"
"MSA","MSA Safety Inc.","553498106","BKM4S16",0.00204231922550719,"Industrials",269111,"USD"
"HXL","Hexcel Corporation","428291108","2416779",0.00203473048241287,"Industrials",582092,"USD"
"MTDR","Matador Resources Company","576485205","B7MSLL8",0.00202881468932341,"Energy",854165,"USD"
"FAF","First American Financial Corporation","31847R102","B4NFPK4",0.00199761316393163,"Financials",745107,"USD"
"OLLI","Ollie's Bargain Outlet Holdings Inc","681116109","BZ22B38",0.0019883716268566,"Consumer Discretionary",448304,"USD"
"HR","Healthcare Realty Trust Incorporated Class A","42226K105","BPQWHP8",0.0019823852876826,"Real Estate",2571157,"USD"
"TKR","Timken Company","887389104","2892807",0.00195438857013144,"Industrials",463493,"USD"
"ULS","UL Solutions Inc. Class A","903731107","BPW6WJ3",0.00194861386921107,"Industrials",550266,"USD"
"VOYA","Voya Financial Inc.","929089100","BKWQ2N2",0.00192793378842814,"Financials",695844,"USD"
"JHG","Janus Henderson Group PLC","G4474Y214","BYPZJQ6",0.0019258073278798,"Financials",903639,"USD"
"PB","Prosperity Bancshares Inc.(R)","743606105","2310257",0.00192006286099565,"Financials",694592,"USD"
"LAD","Lithia Motors Inc.","536797103","2515030",0.00191869225135312,"Consumer Discretionary",177316,"USD"
"PLNT","Planet Fitness Inc. Class A","72703H101","BYSFJV8",0.00191857131520819,"Consumer Discretionary",606785,"USD"
"THG","Hanover Insurance Group Inc.","410867105","2020415",0.00191786585436277,"Financials",260195,"USD"
"STWD","Starwood Property Trust Inc.","85571B105","B3PQ520",0.0019001083970823,"Financials",2545435,"USD"
"CBSH","Commerce Bancshares Inc.","200525103","2213204",0.00189900989376586,"Financials",945479,"USD"
"BROS","Dutch Bros Inc. Class A","26701L100","BMWP7H2",0.00189235840579474,"Consumer Discretionary",928866,"USD"
"G","Genpact Limited","G3922B107","B23DBK6",0.00189176380308217,"Industrials",1172466,"USD"
"WFRD","Weatherford International plc","G48833118","BLNN369",0.00188819618680676,"Energy",524498,"USD"
"CRBG","Corebridge Financial Inc.","21871X109","BMTX0G9",0.00188751088198549,"Financials",1954835,"USD"
"GATX","GATX Corporation","361448103","2362128",0.00187585062201188,"Industrials",261040,"USD"
"RGEN","Repligen Corporation","759916109","2731654",0.00186157007889814,"Health Care",386916,"USD"
"GXO","GXO Logistics Inc","36262G101","BNNTGF1",0.00185772027828455,"Industrials",837135,"USD"
"VAL","Valaris Ltd.","G9460G101","BMY0YX0",0.00185700473942705,"Energy",473144,"USD"
"FND","Floor & Decor Holdings Inc. Class A","339750101","BYQHP96",0.00185682333520966,"Consumer Discretionary",787927,"USD"
"H","Hyatt Hotels Corporation Class A","448579102","B5B82X4",0.00185634966864202,"Consumer Discretionary",305784,"USD"
"LEA","Lear Corporation","521865204","B570P91",0.00185516046321688,"Consumer Discretionary",379282,"USD"
"EXP","Eagle Materials Inc.","26969P108","2191399",0.00184860975536654,"Materials",234454,"USD"
"JEF","Jefferies Financial Group Inc.","47233W109","BG0Q4Z2",0.00183826971497507,"Financials",1206679,"USD"
"AXTA","Axalta Coating Systems Ltd.","G0750C108","BSFWCF5",0.00183810846678183,"Materials",1559972,"USD"
"POR","Portland General Electric Company","736508847","B125XQ6",0.00183505482912237,"Utilities",822535,"USD"
"ESAB","ESAB Corporation","29605J106","BJLTMN5",0.0018283831851271,"Industrials",417287,"USD"
"ENS","EnerSys","29275Y102","B020GQ5",0.00182342480318499,"Industrials",269882,"USD"
"AAON","AAON Inc.","000360206","2268130",0.00182194333540961,"Industrials",494817,"USD"
"MTG","MGIC Investment Corporation","552848103","2548616",0.00180663483506396,"Financials",1636025,"USD"
"FNB","F.N.B. Corporation","302520101","2041308",0.0017798474789621,"Financials",2618744,"USD"
"TXNM","TXNM Energy Inc.","69349H107","2707826",0.00177955521661185,"Utilities",716804,"USD"
"TMHC","Taylor Morrison Home Corporation","87724P106","B832462",0.00177885983377851,"Consumer Discretionary",714577,"USD"
"BSY","Bentley Systems Incorporated Class B","08265T208","BMC1PR6",0.00177044469369384,"Information Technology",1088997,"USD"
"RLI","RLI Corp.","749607107","2719070",0.00176059847589417,"Financials",671529,"USD"
"VLY","Valley National Bancorp","919794107","2935326",0.00175893560390139,"Financials",3506656,"USD"
"GBCI","Glacier Bancorp Inc.","37637Q105","2370585",0.00175205232165249,"Financials",940647,"USD"
"CHE","Chemed Corporation","16359R103","2190084",0.00175015765538193,"Health Care",103570,"USD"
"SWX","Southwest Gas Holdings Inc.","844895102","2831888",0.00173481892100006,"Utilities",469752,"USD"
"ESNT","Essent Group Ltd.","G3198U102","BFWGXR8",0.00172458973874144,"Financials",706826,"USD"
"RYN","Rayonier Inc.","754907103","2473138",0.001723360221268,"Real Estate",2031288,"USD"
"CHDN","Churchill Downs Incorporated","171484108","2194105",0.00172247335620518,"Consumer Discretionary",484380,"USD"
"WH","Wyndham Hotels & Resorts Inc.","98311A105","BF108P4",0.00171942979655779,"Consumer Discretionary",552449,"USD"
"CNX","CNX Resources Corporation","12653C108","BF3FTF4",0.00171418923027752,"Energy",985915,"USD"
"CHWY","Chewy Inc. Class A","16679L109","BJLFHW7",0.00171219378388618,"Consumer Discretionary",1645682,"USD"
"UBSI","United Bankshares Inc.","909907107","2905794",0.00170128937481838,"Financials",1024341,"USD"
"WEX","WEX Inc.","96208T104","B8383P2",0.00170016063746571,"Financials",250727,"USD"
"KRG","Kite Realty Group Trust","49803T300","BPBSZJ1",0.00169665348926276,"Real Estate",1583122,"USD"
"NJR","New Jersey Resources Corporation","646025106","2630513",0.00168745226423604,"Utilities",734511,"USD"
"AVTR","Avantor Inc.","05352A100","BJLT387",0.0016657543042333,"Health Care",4985519,"USD"
"SR","Spire Inc.","84857L101","BYXJQG9",0.00166511938947242,"Utilities",431602,"USD"
"WING","Wingstop Inc.","974155103","BYYXHN4",0.00165943539066073,"Consumer Discretionary",203181,"USD"
"LNTH","Lantheus Holdings Inc","516544103","BP8S8J5",0.00164920620840212,"Health Care",484883,"USD"
"BKH","Black Hills Corporation","092113109","2101741",0.0016489945701485,"Utilities",551867,"USD"
"VNT","Vontier Corp","928881101","BH4GV32",0.00162484765321093,"Information Technology",1060992,"USD"
"GAP","Gap Inc.","364760108","2360326",0.00161902256223016,"Consumer Discretionary",1655020,"USD"
"UFPI","UFP Industries Inc.","90278Q108","BMQ60Q1",0.00161695656975429,"Industrials",425983,"USD"
"OGS","ONE Gas Inc.","68235P108","BJ0KXV4",0.00161224006010204,"Utilities",438720,"USD"
"SON","Sonoco Products Company","835495102","2821395",0.00160871275587493,"Materials",721216,"USD"
"FBIN","Fortune Brands Innovations Inc.","34964C106","B3MC7D6",0.00160762433057057,"Industrials",878465,"USD"
"HWC","Hancock Whitney Corporation","410120109","2415497",0.00160576997634832,"Financials",611392,"USD"
"SBRA","Sabra Health Care REIT Inc.","78573L106","B5NLBP6",0.00160240392031445,"Real Estate",1823282,"USD"
"VFC","V.F. Corporation","918204108","2928683",0.00159558110613802,"Consumer Discretionary",2399908,"USD"
"SARO","StandardAero Inc.","85423L103","BQPDNZ1",0.00158751869647606,"Industrials",1411650,"USD"
"CLF","Cleveland-Cliffs Inc","185899101","BYVZ186",0.00157156520335745,"Materials",4165771,"USD"
"AN","AutoNation Inc.","05329W102","2732635",0.00156201124790803,"Consumer Discretionary",200015,"USD"
"MAT","Mattel Inc.","577081102","2572303",0.00155900800030895,"Consumer Discretionary",2272613,"USD"
"ST","Sensata Technologies Holding PLC","G8060N102","BFMBMT8",0.00154438480478457,"Industrials",1065223,"USD"
"HIMS","Hims & Hers Health Inc. Class A","433000106","BN46048",0.00153576810445835,"Health Care",1523168,"USD"
"LSTR","Landstar System Inc.","515098101","2503994",0.00153393390626026,"Industrials",251135,"USD"
"FCN","FTI Consulting Inc.","302941109","2351449",0.00152028827790739,"Industrials",221303,"USD"
"AVT","Avnet Inc.","053807103","2066505",0.00151512833572374,"Information Technology",594690,"USD"
"PCTY","Paylocity Holding Corp.","70438V106","BKM4N88",0.00150554414623808,"Industrials",322093,"USD"
"MTN","Vail Resorts Inc.","91879Q109","2954194",0.00150447587695787,"Consumer Discretionary",262895,"USD"
"HOMB","Home BancShares Inc.","436893200","B17MTL9",0.00148836113564603,"Financials",1336544,"USD"
"PATH","UiPath Inc. Class A","90364P105","BMD02L5",0.00148321127147446,"Information Technology",3084399,"USD"
"LPX","Louisiana-Pacific Corporation","546347105","2535243",0.00147619697506855,"Materials",463406,"USD"
"BIO","Bio-Rad Laboratories Inc. Class A","090572207","2098508",0.00147220608228588,"Health Care",132951,"USD"
"EXLS","ExlService Holdings Inc.","302081104","B07LST0",0.00145813717742576,"Industrials",1160443,"USD"
"BYD","Boyd Gaming Corporation","103304101","2117232",0.00145349121385806,"Consumer Discretionary",422716,"USD"
"AMKR","Amkor Technology Inc.","031652100","2242929",0.00145126397318894,"Information Technology",831458,"USD"
"POST","Post Holdings Inc.","737446104","B6T0518",0.00144504583973715,"Consumer Staples",349537,"USD"
"KBR","KBR Inc.","48242W106","B1HHB18",0.00144482412347145,"Industrials",928566,"USD"
"GNTX","Gentex Corporation","371901109","2366799",0.0014428790671405,"Consumer Discretionary",1600939,"USD"
"OPCH","Option Care Health Inc","68404L201","BKM5C62",0.00144272789695934,"Health Care",1160676,"USD"
"MUR","Murphy Oil Corporation","626717102","2611206",0.00144068206050762,"Energy",981104,"USD"
"OZK","Bank OZK","06417N103","BZ56Q65",0.00143554227434812,"Financials",774233,"USD"
"SIGI","Selective Insurance Group Inc.","816300107","2766173",0.00143046295626109,"Financials",441718,"USD"
"M","Macy's Inc.","55616P104","2345022",0.00142574644660884,"Consumer Discretionary",1963350,"USD"
"NEU","NewMarket Corporation","651587107","B01CGF1",0.00141859105803385,"Materials",57036,"USD"
"BDC","Belden Inc.","077454106","B01WL78",0.00141808715742998,"Information Technology",287364,"USD"
"LOPE","Grand Canyon Education Inc.","38526M106","B3F1XM1",0.00140264764292732,"Consumer Discretionary",202039,"USD"
"DBX","Dropbox Inc. Class A","26210C104","BG0T321",0.00139761871490068,"Information Technology",1275403,"USD"
"TNL","Travel + Leisure Co.","894164102","BMXYT16",0.00138912295071939,"Consumer Discretionary",470356,"USD"
"BC","Brunswick Corporation","117043109","2149309",0.00138760117089569,"Consumer Discretionary",475560,"USD"
"ALK","Alaska Air Group Inc.","011659109","2012605",0.00138638173143432,"Industrials",848124,"USD"
"BCO","Brink's Company","109696104","2691305",0.00137862166213469,"Industrials",303789,"USD"
"KNF","Knife River Corporation","498894104","BPLL4V5",0.00137121432325776,"Materials",414332,"USD"
"THO","Thor Industries Inc.","885160101","2889876",0.00134024459214376,"Consumer Discretionary",384857,"USD"
"ELF","e.l.f. Beauty Inc.","26856L103","BDDQ975",0.00133859179816306,"Consumer Staples",436071,"USD"
"VVV","Valvoline Inc.","92047W101","BDG22J3",0.00133814836563165,"Consumer Discretionary",929483,"USD"
"MORN","Morningstar Inc.","617700109","B081VR8",0.00133501410387556,"Financials",174434,"USD"
"NOVT","Novanta Inc","67000B104","BD8S5H8",0.00132254760293576,"Information Technology",261593,"USD"
"EPR","EPR Properties","26884U109","B8XXZP1",0.00131390066857331,"Real Estate",556744,"USD"
"TCBI","Texas Capital Bancshares Inc.","88224Q107","2977209",0.00130342961402484,"Financials",333752,"USD"
"SAIC","Science Applications International Corp.","808625107","BDTZZG7",0.00130284508932434,"Industrials",336518,"USD"
"VNO","Vornado Realty Trust","929042109","2933632",0.001299156536904,"Real Estate",1179635,"USD"
"OLED","Universal Display Corporation","91347P105","2277880",0.00129501447394017,"Information Technology",323301,"USD"
"NVST","Envista Holdings Corp.","29415F104","BK63SF3",0.0012936136302614,"Health Care",1202305,"USD"
"FHI","Federated Hermes Inc. Class B","314211103","2246288",0.00129241434682418,"Financials",540376,"USD"
"SLM","SLM Corp","78442P106","2101967",0.00127967573955829,"Financials",1484647,"USD"
"CROX","Crocs Inc.","227046109","B0T7Z62",0.00127848653413315,"Consumer Discretionary",379617,"USD"
"NWE","NorthWestern Energy Group Inc.","668074305","B03PGL4",0.00127711592449062,"Utilities",449018,"USD"
"MSM","MSC Industrial Direct Co. Inc. Class A","553530106","2567655",0.00127698491033361,"Industrials",334516,"USD"
"RYAN","Ryan Specialty Holdings Inc. Class A","78351F107","BNXKSK3",0.0012676022810895,"Financials",828634,"USD"
"MMS","MAXIMUS Inc.","577933104","2018669",0.00126220046661599,"Industrials",412039,"USD"
"APPF","AppFolio Inc Class A","03783C100","BYN7H48",0.0012566978720217,"Information Technology",168714,"USD"
"ASB","Associated Banc-Corp","045487105","2055718",0.00124885717862545,"Financials",1195485,"USD"
"TREX","Trex Company Inc.","89531P105","2483074",0.00123853729425814,"Industrials",784262,"USD"
"ANF","Abercrombie & Fitch Co. Class A","002896207","2004185",0.00122391409873376,"Consumer Discretionary",344181,"USD"
"WMG","Warner Music Group Corp. Class A","934550203","BLGJ610",0.00121227399478431,"Communication Services",1066744,"USD"
"PEGA","Pegasystems Inc.","705573103","2675860",0.00120458447156921,"Information Technology",670155,"USD"
"BRKR","Bruker Corporation","116794108","2616137",0.0012022665287914,"Health Care",811037,"USD"
"BBWI","Bath & Body Works Inc.","070830104","BNNTGJ5",0.00119749962907877,"Consumer Discretionary",1507674,"USD"
"ALGM","Allegro MicroSystems Inc.","01749D105","BN4LSB6",0.00119520184232511,"Information Technology",906921,"USD"
"FFIN","First Financial Bankshares Inc","32020R109","2266026",0.00119331725406662,"Financials",952895,"USD"
"HLNE","Hamilton Lane Incorporated Class A","407497106","BF0SR29",0.00119155360195307,"Financials",298986,"USD"
"DLB","Dolby Laboratories Inc. Class A","25659T107","B04NJM9",0.00119035431851585,"Information Technology",447387,"USD"
"IRT","Independence Realty Trust Inc.","45378A106","BCRYTK1",0.0011871595886873,"Real Estate",1745621,"USD"
"CUZ","Cousins Properties Incorporated","222795502","BJP0MF6",0.00118328963204956,"Real Estate",1228185,"USD"
"HRB","H&R Block Inc.","093671105","2105505",0.00118153605794809,"Consumer Discretionary",924439,"USD"
"WLK","Westlake Corporation","960413102","B01ZP20",0.00117804906576929,"Materials",243864,"USD"
"DUOL","Duolingo Inc. Class A","26603R106","BMCM6P4",0.00117459230762672,"Consumer Discretionary",292589,"USD"
"CNO","CNO Financial Group Inc.","12621E103","2657750",0.0011727681874407,"Financials",697241,"USD"
"CBT","Cabot Corporation","127055101","2162500",0.00113348409636281,"Materials",389034,"USD"
"FLG","Flagstar Bank National Association","649445400","BT6MM39",0.00113310113190386,"Financials",2188845,"USD"
"IBOC","International Bancshares Corporation","459044103","2243911",0.00112595582134095,"Financials",395460,"USD"
"WHR","Whirlpool Corporation","963320106","2960384",0.00111383197281178,"Consumer Discretionary",460902,"USD"
"SLGN","Silgan Holdings Inc.","827048109","2809324",0.00111203808666199,"Materials",641304,"USD"
"CDP","COPT Defense Properties","22002T108","2756152",0.00110748282520299,"Real Estate",826051,"USD"
"CVLT","Commvault Systems Inc.","204166102","B142B38",0.00110249420922465,"Information Technology",322421,"USD"
"GHC","Graham Holdings Co. Class B","384637104","BGM1B98",0.00109896690499754,"Consumer Discretionary",24846,"USD"
"BILL","BILL Holdings Inc.","090043100","BKDS4H5",0.00109303095588393,"Information Technology",651806,"USD"
"PBF","PBF Energy Inc. Class A","69318G106","B7F4TJ7",0.00109173089232593,"Energy",601429,"USD"
"QLYS","Qualys Inc.","74758T303","B7XJTN8",0.00107554560492955,"Information Technology",262197,"USD"
"EXPO","Exponent Inc.","30214U102","2330318",0.00107500139227737,"Industrials",364777,"USD"
"BHF","Brighthouse Financial Inc.","10922N103","BF429K9",0.00106754366334006,"Financials",418043,"USD"
"KBH","KB Home","48666K109","2485070",0.00106433885549943,"Consumer Discretionary",473573,"USD"
"DOCS","Doximity Inc. Class A","26622P107","BMD22Y4",0.0010315046921511,"Health Care",1004495,"USD"
"LIVN","LivaNova Plc","G5509L101","BYMT0J1",0.00100141174808783,"Health Care",399288,"USD"
"KRC","Kilroy Realty Corporation","49427F108","2495529",0.000986909488708384,"Real Estate",795870,"USD"
"AVNT","Avient Corporation","05368V106","BMHWY55",0.000977768731754137,"Materials",669527,"USD"
"SHC","Sotera Health Company","83601L102","BNKVRZ7",0.000959477139833567,"Health Care",1703170,"USD"
"MZTI","Marzetti Company","513847103","2503206",0.000955808743437375,"Consumer Staples",148729,"USD"
"PSN","Parsons Corporation","70202L102","BJN4N02",0.000935451159040927,"Industrials",389333,"USD"
"OLN","Olin Corporation","680665205","2658526",0.000917965808086553,"Materials",834478,"USD"
"FOUR","Shift4 Payments Inc. Class A","82452J109","BLF0L75",0.000917492141518912,"Financials",494045,"USD"
"PVH","PVH Corp.","693656100","B3V9F12",0.000911032135777268,"Consumer Discretionary",351859,"USD"
"SYNA","Synaptics Incorporated","87157D109","2839268",0.000896620578506515,"Information Technology",285100,"USD"
"GPK","Graphic Packaging Holding Company","388689101","B2Q8249",0.000896257770071727,"Materials",2157980,"USD"
"KD","Kyndryl Holdings Incorporation","50155Q100","BP6JW21",0.000887802317938747,"Information Technology",1671293,"USD"
"EEFT","Euronet Worldwide Inc.","298736109","2320148",0.000876232760073835,"Financials",285922,"USD"
"YETI","YETI Holdings Inc.","98585X104","BGR7KH2",0.000869379711861169,"Consumer Discretionary",568941,"USD"
"HAE","Haemonetics Corporation","405024100","2401195",0.00086119636605428,"Health Care",342282,"USD"
"IPGP","IPG Photonics Corporation","44980X109","2698782",0.000856751962728125,"Information Technology",184805,"USD"
"PII","Polaris Inc.","731068102","2692933",0.000848246120534758,"Consumer Discretionary",390730,"USD"
"PAG","Penske Automotive Group Inc.","70959W103","2943523",0.000839417781954912,"Consumer Discretionary",134843,"USD"
"SMG","Scotts Miracle-Gro Company Class A","810186106","2781518",0.000820138544850752,"Materials",325091,"USD"
"HGV","Hilton Grand Vacations Inc.","43283X105","BYSLHX4",0.00077518053297325,"Consumer Discretionary",437853,"USD"
"VC","Visteon Corporation","92839U206","B4N0JJ6",0.000761484514559996,"Consumer Discretionary",199520,"USD"
"XRAY","DENTSPLY SIRONA Inc.","24906P109","BYNPPC6",0.000728206918680259,"Health Care",1459152,"USD"
"ASH","Ashland Inc.","044186104","BYND5N1",0.000720598019561784,"Materials",334210,"USD"
"NSA","National Storage Affiliates Trust","637870106","BWWCK85",0.000677695922148082,"Real Estate",517560,"USD"
"CPRI","Capri Holdings Limited","G1890L107","BJ1N1M9",0.000673906589606961,"Consumer Discretionary",871188,"USD"
"HOG","Harley-Davidson Inc.","412822108","2411053",0.000656552252809594,"Consumer Discretionary",863871,"USD"
"CXT","Crane NXT Co.","224441105","BQ7W2W6",0.000654405636237097,"Information Technology",361095,"USD"
"BRBR","BellRing Brands Inc.","07831C103","BN70ZC0",0.000651795431109038,"Consumer Staples",921173,"USD"
"PK","Park Hotels & Resorts Inc.","700517105","BYVMVV0",0.000641062348246554,"Real Estate",1461678,"USD"
"GT","Goodyear Tire & Rubber Company","382550101","2378200",0.000625673223804289,"Consumer Discretionary",2092446,"USD"
"RH","RH","74967X103","BYXR425",0.000624393316270453,"Consumer Discretionary",112398,"USD"
"CHH","Choice Hotels International Inc.","169905106","2106780",0.000612299701777513,"Consumer Discretionary",151138,"USD"
"FLO","Flowers Foods Inc.","343498101","2744243",0.000563612825431356,"Consumer Staples",1544164,"USD"
"SAM","Boston Beer Company Inc. Class A","100557107","2113393",0.000545200297365856,"Consumer Staples",56243,"USD"
"GEF","Greif Inc Class A","397624107","2388016",0.000542156737718466,"Materials",191357,"USD"
"KMPR","Kemper Corp","488401100","B52KRV2",0.000527604088278629,"Financials",428101,"USD"
"CAR","Avis Budget Group Inc.","053774105","B1CL8J2",0.000520196749401704,"Industrials",123540,"USD"
"GTM","ZoomInfo Technologies Inc","98980F104","BMWF095",0.000508788439730031,"Communication Services",2005001,"USD"
"BLKB","Blackbaud Inc.","09227Q100","2458878",0.00050654104303676,"Information Technology",268179,"USD"
"ASGN","ASGN Incorporated","00191U102","BFY8W20",0.000486082678519538,"Information Technology",312229,"USD"
"PPC","Pilgrim's Pride Corporation","72147K108","B5L3PZ2",0.000478544325485605,"Consumer Staples",312654,"USD"
"CNXC","Concentrix Corporation","20602D101","BNKVVY4",0.000433606469632259,"Industrials",323214,"USD"
"COLM","Columbia Sportswear Company","198516106","2229126",0.000430421817815785,"Consumer Discretionary",185205,"USD"
"COTY","Coty Inc. Class A","222070203","BBBSMJ2",0.000252192174226093,"Consumer Staples",2686037,"USD"
